clean_tags,date,Month,tweet,language,replies_count,retweets_count,likes_count,Year,Day
"ravensburg, klimakonsens, fridaysforfuture",2021-05-17,5,"Habt ihr ne Idee? #Ravensburg #Klimakonsens wird ausgesessen. #FridaysForFuture von morgen ich hoffe sie sehen ihre Zukunft, die in den Hängematten hängen sich ganz schön ins Zeug.  https://t.co/fZ1WCGL5QW",german,2,20,15,2021,17
"marskeinealternative, sciencematters, klimaschutz, klimapolitik, fridaysforfuture, extinctionrebellion",2021-05-17,5,#MarsKeineAlternative 🌐⚫🌍 Da sieht es nicht arg einladend aus.  (Meta: tolles Foto / #ScienceMatters )  Also doch lieber den eigenen schönen blauen Planeten schützen und den Klimawandel aufhalten. #Klimaschutz  #Klimapolitik  #FridaysForFuture  #ExtinctionRebellion,german,3,8,8,2021,17
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, cdurausausderregierung, lebenretten",2021-05-17,5,Guten Morgen vom Hirschgarten 👋😷montagmorgig fühlt sichs an🤭 #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller #CDUrausausderRegierung #LebenRetten Was erwartet uns heut?,german,5,5,8,2021,17
istandwithisrael,2021-05-16,5,"Sind die Hamas Raketen klimaneutral, weil sich @FridayForFuture nicht darüber aufregt? Das ist wohl keine Umweltverschmutzung, wenn aus Gaza Hunderte von Raketen abgeschossen werden? Sagt doch mal was dazu... Oder werdet ihr dafür nicht bezahlt? #IStandWithIsrael",german,2,20,98,2021,16
"eiszeit, fridaysforfuture",2021-05-16,5,"Im Mai bitterkalt! Es droht eine neue Klimakatastrophe, wir nähern uns einer #Eiszeit. Und es wird keine normale Eiszeit, sondern eine Super-Eiszeit. Ein kilometerdicker Eispanzer wird vom Nordpol bis zum Südpol reichen. Wir werden alle erfrieren. #FridaysForFuture IceAge.",german,10,12,32,2021,16
"publicclimateschool, climatejustice, fridaysforfuture, actnow",2021-05-16,5,Morgen beginnt die neue #publicclimateschool Wissenschaftler*innen &amp; Expert*innen werden dort zu unterschiedlichen Themen Live Stream machen. Schau da gerne vorbei.  https://t.co/38Qnju13eb #ClimateJustice #FridaysForFuture #ActNow  https://t.co/rNRtfb7EsG,german,2,23,21,2021,16
bpt21,2021-05-16,5,"Herr @c_lindner, wie viele Jahre werden wir mit der FDP zu spät klimaneutral? #bpt21  https://t.co/ajXypIw17J",german,68,156,2347,2021,16
"gretathunberg, fff, israel, fridaysforfuture, antisemitismus",2021-05-16,5,"#GretaThunberg hat viele Menschen mit ihrem Kampf gegen den Klimawandel für sich eingenommen. Jetzt missbraucht die #FFF Klima-Aktivistin ihre Prominenz, um #Israel-Hass zu verbreiten.  #FridaysForFuture #Antisemitismus   https://t.co/9nYSVRZvAg",german,18,81,114,2021,16
"fridaysforfuture, gogreen",2021-05-16,5,"Zack, macht Annalena Nägel mit Köpfen! 😎 🛫⛔ Hoffentlich gibt es ausreichend viele vernünftige Wähler:innen! Ich sehe die Bonzen schon Gift und Galle spucken. 😎 #FridaysForFuture #GoGreen  https://t.co/BXocq8AsFb",german,2,10,11,2021,16
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, cdurausausderregierung, lebenretten",2021-05-16,5,Guten Morgen vom Hirschgarten 👋😷Sonntagsfrage:Wann wirds Frühling? #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller #CDUrausausderRegierung #LebenRetten 💪🍀🌹✊🥦,german,8,6,23,2021,16
fridaysforfuture,2021-05-15,5,"Der traurige Werdegang von #FridaysForFuture:   Anfangs eine von Idealismus geleitete Jugendbewegung, später sukzessiv von Linksextremisten übernommen, die nun die mediale Reichweite der Organisation für antisemitische Propaganda missbrauchen.    https://t.co/3qvlLQlTI9",german,2,13,13,2021,15
"fplus, fas",2021-05-15,5,Noch mehr Arbeit für @Die_Gruenen - und @FridayForFuture -Aktivistin @Luisamneubauer:  Grünen-Wähler fahren laut Umfrage am häufigsten SUV.  https://t.co/iK451S3bn7 #fplus via @faznet #FAS,german,9,13,21,2021,15
"kirchentag, angelamerkel, klimaschutz, fridaysforfuture",2021-05-15,5,"Merkel zu Klimapolitik: ""Nicht alles wieder aufschnüren""  https://t.co/hMctxfQHqg #Kirchentag #AngelaMerkel #Klimaschutz #FridaysforFuture",german,36,11,48,2021,15
"neubauer, fridaysforfuture",2021-05-15,5,Nach Frau #Neubauer|s Verleumdungsattacke ggü Herrn Maaßen sowie der antisemitischen Hetze weiter Teile von #FridaysForFuture sollte diese Dame eigentlich gemieden werden.   Aber wer gibt ihr als erster wieder ein Forum?   https://t.co/fdURY61fzv via @derspiegel,german,5,17,11,2021,15
"neubauer, reemtsa, thunberg, fridaysforfuture",2021-05-15,5,"Darum aus alldem ⬆  #Neubauer, #Reemtsa, #Thunberg, #FridaysForFuture - je mehr desto besser:  BITTE kommt euch EURE zukünftige Gegenwart holen.  Lasst euch nicht abwimmeln. Das können wir gut. Lasst euch nicht einschüchtern. Das können wir gut.  Wir brauchen euch in 20 Jahren.",german,2,12,44,2021,15
"standwithisrael, antisemitismus",2021-05-15,5,"Liebe @FridayForFuture Ihr könntet doch mit eurer Power mal kurzfristig am Brandenburger Tor eine Solidaritätsdemo für die BürgerInnen Israels und die hier lebenden Juden organisieren, oder? Ich wäre dabei. 🙏🇮🇱 Frau @Luisamneubauer Sie auch? #StandWithIsrael #Antisemitismus",german,30,56,555,2021,15
"greta, fridaysforfuture, antisemitismus",2021-05-15,5,"#Greta &amp; ihre Klimajünger zeigen endlich auch mal für die Mainstream-Medien erkennbar ihre radikal linke Gesinnung. Erst Klima-Extremismus, jetzt Israelhass. Ob die #FridaysForFuture-Hüpfer da überhaupt durchblicken, darf bezweifelt werden. #Antisemitismus  https://t.co/7Bz90hfY8A",german,36,109,211,2021,15
fas,2021-05-15,5,Noch mehr Arbeit für @Die_Gruenen - und @FridayForFuture -Aktivistin @Luisamneubauer:  Grünen-Wähler fahren laut Umfrage am häufigsten SUV. Und worauf stehen die Anhänger der Union? Die Antwort morgen in der #FAS @faznet  https://t.co/aravDG8Qvi,german,62,111,599,2021,15
"schoolstrike4climate, climatestrike, fridaysforfuture, facetheclimateemergency",2021-05-15,5,"We don't need meaningless goals for 2050 or net-zero targets because they are full of loopholes, what we need is concrete and immediate action in line with science.  #schoolstrike4climate #ClimateStrike #FridaysForFuture #FaceTheClimateEmergency  https://t.co/kLkjppHHvt",english,62,444,2359,2021,15
"kirchentag, merkel, fridaysforfuture",2021-05-15,5,"Beim Ökumenischen #Kirchentag wurde Bundeskanzlerin #Merkel scharf von #FridaysForFuture""-Aktivistin @Luisamneubauer kritisiert. 👇  https://t.co/O5nwBqnUap",german,5,8,20,2021,15
laschet,2021-05-15,5,"Armin #Laschet will ""die Wirtschaft wieder entfesseln""  Reicht ihm diese Regierung nicht? – zahlt zwei Konzernen 4,35 Mrd. € für die Garantie, bis 2038 Kohle baggern zu dürfen – rechnet die Summe künstlich hoch – verschweigt die Formel Steuerzahler*innen  https://t.co/0OGMefgudd",german,31,112,588,2021,15
"mindthegap, climatestrikeonline, fridaysforfuture, facetheclimateemergency",2021-05-15,5,School strike week 127. #MindTheGap #climatestrikeonline #fridaysforfuture #FaceTheClimateEmergency  https://t.co/JDvT7S5p2R,english,4,66,195,2021,15
"climatestrikeonline, climatestrike, fridaysforfuture",2021-05-15,5,"#ClimateStrikeOnline Week 61  The time of fossil fuels is over. We need to use natural sources of energy, such as wind, hydro and solar power.  #climatestrike #fridaysforfuture  https://t.co/CqyKYQqoLR",english,2,12,9,2021,15
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, cdurausausderregierung, lebenretten",2021-05-15,5,Guten Morgen vom Hirschgarten 👋😷nasskalter Maisamstag... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller #CDUrausausderRegierung #LebenRetten 💪🍀🌹✊🥦Bett-Tag!,german,7,11,12,2021,15
"climatestrike, fridaysforfuture, climatestrikeonline, climateaction, climateactionnow, climate",2021-05-15,5,#ClimateStrike Week51 テレビで若者が国に気候変動対策を求めているのを特集しているのを見ました。秋までに衆議院議員選挙が行われます。環境問題への取り組みに熱心な候補者に投票して社会を変えましょう。＃FridaysForFuture #ClimateStrikeOnline #ClimateAction #ClimateActionNow #climate  https://t.co/cMhsNQIwAD,japanese,5,36,23,2021,15
"solar, energy, innovation, energytransition, cleanenergy, climateaction, renewableenergy, carbon, fridaysforfuture, greennewdeal, wws, sdgs, sustainability, energy",2021-05-14,5,"@HansLak @TheRealNumber6 @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @wernerkeil @pegb_ @SaleemulHuq @stracma @raduede @Tecgale @MarianSmedley @kirillklip @MLCzone @NPSusa @iwantmynbn @enricomolinari @Hal_Good @OlumideIDOWU @lalitapetila @sddphoto @AdamRogers2030 @JukkaPSeppl @lillith6 @luribea68 @climateguyw @markburgerenerg @ineeshadvs @AmandaRay02 @StopAdaniCairns @ClayEngberg @suzlette333 @ken_crichlow @mzjacobson @ProfStrachan @01000011CS @MarcVegan @JohnRMoffitt @dannyksfun @Hazloe3 @NJdoc @a_fly_guy @suekhi @EarthAccounting #Solar #Energy #Innovation - Makes My Day, Every Day!  Kindly RT!  #EnergyTransition #CleanEnergy #ClimateAction #RenewableEnergy #Carbon #FridaysForFuture #GreenNewDeal #WWS #SDGs #Sustainability #Energy @JJ_Angelus @Grondavia @MarcVegan @Totalrecoverys1  https://t.co/NpOMVFdUsC",english,23,548,486,2021,14
"climatechange, fridaysforfuture",2021-05-14,5,Did you know? Restoring forests with native tree species can help store 4️⃣2️⃣ times more carbon than plantations with non-native species.  That is why sustainable native reforestation is @TF_Global's scalable solution to #ClimateChange 👉🏽  https://t.co/Fg8ZpGp042  #FridaysForFuture  https://t.co/vC2ur7N5et,english,2,22,15,2021,14
"mindthegap, billc12, fridaysforfuture",2021-05-14,5,"@vanessa_vash Week 132 #mindthegap  We can’t drink, breath gas or eat coal  Canada never met a Climate target.  Chance to frame legislation 🇨🇦  ENVI meets Monday Enhance #BillC12 📢 expert not sectorial advisory panel 📢  2025 targets 📢 yearly reports  📢 👀 to the UK #FridaysForFuture  https://t.co/F7U4HbkRSH",english,2,27,42,2021,14
"nomoreemptypromises, schoolstrike4climate, fridaysforfuture",2021-05-14,5,My Week 21 School strike for Climate change  #NoMoreEmptyPromises  #schoolstrike4climate  #FridaysForFuture  https://t.co/T89m5iYnNJ,english,2,25,74,2021,14
"eg2021, blockbrunsbüttel",2021-05-14,5,❌ Mark your calendar! 📅   #EG2021 #BlockBrunsbüttel,english,7,20,156,2021,14
"fridaysforfuture, riseupmovement",2021-05-14,5,"""WE CANNOT HAVE CLIMATE JUSTICE WITHOUT RACIAL JUSTICE"" #FridaysForFuture  #RiseUpMovement  https://t.co/x5VblMyPni",english,18,173,625,2021,14
"climatecrisis, climateemergency, climatestrikeonline, fridaysforfuture, fastingfridaysforfuture",2021-05-14,5,Week 88 of fasting on Fridays for the #ClimateCrisis. Week 88 of striking from working and shopping on Fridays for the #ClimateEmergency. I've recovered enough from my surgeries to be back on a regular fast today.*  #climatestrikeonline #fridaysforfuture #FastingFridaysForFuture  https://t.co/UtJ2Loa413,english,3,30,23,2021,14
"mindthegap, fridaysforfuture, climatestrike",2021-05-14,5,"#MindTheGap The new targets are being celebrated but they close the gap to 1.5°c by only 12-14%. This isn’t ‘bold’, ‘radical’ or ‘ambitious’. 12-14% = not enough. #FridaysForFuture #ClimateStrike .⁦@RepLouCorrea⁩ .⁦@SenFeinstein⁩ .@AlexPadilla4CA⁩  https://t.co/77Hno8cdcL",english,2,14,15,2021,14
"fridaysforfuture, keinekohlefuerdiekohle, climatestrikeonline, climatejustice",2021-05-14,5,Teil 1/2 des Redebeitrags eines Mitglieds unserer Sektion beim heutigen #FridaysForFuture Streik anlässlich der in wenigen Tagen stattfindenden Hauptversammlung der Commerzbank ⬇️ #KeineKohleFuerDieKohle #ClimateStrikeOnline #ClimateJustice  https://t.co/MWV0YmKUS4,german,3,23,14,2021,14
keinekohlefürdiekohle,2021-05-14,5,"Wir fordern, dass #KeineKohleFürDieKohle mehr bereitgestellt wird! Deshalb haben wir die @commerzbank heute mit über 50 Klimastreiks spüren lassen, dass es höchste Zeit für einen Kurswechsel ist!  https://t.co/XoQV16KAu0",german,16,71,523,2021,14
"klimacamp, klimabewegung, workshop, klimaschutz, fridaysforfuture, klimakrise",2021-05-14,5,"An allen Ecken #Klimacamp|s und Aktionen - die #Klimabewegung brummt.👍✊ Für's Weiterkommen braucht es Skills und theorethische Grundlagen. Wenn ihr Bock habt, checkt unser (online) #Workshop-Programm.👇   https://t.co/GWJCglbTkZ  #Klimaschutz #FridaysForFuture #Klimakrise  https://t.co/TN0UwBn4XY",german,2,42,35,2021,14
"digitalstrike, us, conservatives, usa, climateactionnow, climate, climatestrikeonline, fridaysforfuture",2021-05-14,5,#DigitalStrike week 62 #US #Conservatives think #USA has done enough and the rest is up to other countries. We have a LOT MORE to do if we care about future generations. #ClimateActionNOW! #Climate #ClimateStrikeOnline #FridaysForFuture @ClimateCrisis @POTUS @VP @ClimateEnvoy  https://t.co/mdpXSLeVUX,english,3,35,21,2021,14
"fridaysforfuture, climateemergency, climatestrikeonline, digitalstrike, climateactionbill, nomowmay",2021-05-14,5,#FridaysForFuture Dublin supporters Week 127 @GretaThunberg #ClimateEmergency #ClimateStrikeOnline #DigitalStrike #ClimateActionBill #NoMowMay  https://t.co/tuvsYBLdux,english,3,24,31,2021,14
"mindthegap, climatestrikeonline, fridaysforfuture, facetheclimateemergency",2021-05-14,5,Online climate strike week 16 #MindTheGap #climatestrikeonline #FridaysForFuture #FaceTheClimateEmergency  @GretaThunberg  https://t.co/joLVZmzScr,english,3,23,22,2021,14
"thenewclimatewar, climatestrike, fridaysforfuture",2021-05-14,5,Week 57.  The science is crystal clear and we must not let fossil fuel companies turn us against each other or confuse the issue.  👇brilliant interview with @MichaelEMann   https://t.co/wqOpYszhkw  #TheNewClimateWar  #ClimateStrike  #FridaysForFuture  https://t.co/Y3SSxdw1ES,english,8,81,110,2021,14
fridaysforfuture,2021-05-14,5,This is what I found next door. On the southern flank of the commune. A real garbage can! I couldn't pick it all up. I didn't think such a conglomerate just a few meters from a track. I also found poison for fox.I couldn't take it because I didn't have gloves.🏚 #FridaysForFuture  https://t.co/KMUs32VAQM,english,2,7,9,2021,14
"mindthegap, climatestrikeonline, fridaysforfuture, facetheclimateemergency",2021-05-14,5,School strike week 143. #MindTheGap #climatestrikeonline #fridaysforfuture #FaceTheClimateEmergency  https://t.co/4wkCWhKnhq,english,1638,1575,14703,2021,14
"33rd, climatestrike, lucknow, up, india, nomoreemptypromises, fridaysforfuture",2021-05-14,5,Week #33rd #ClimateStrike🌍 in #Lucknow #UP #India 🇮🇳  Climate Emergency = Health Emergency❗🆘❗  #NoMoreEmptyPromises #FridaysForFuture @GretaThunberg @vanessa_vash @LicypriyaK @fff_digital @Fridays4future @OurSwapna @FFFIndia  https://t.co/CH94CqF4V6,english,4,33,42,2021,14
"digitalstrike, climatecrisis, climateactionnow, climatestrikeonline, fridaysforfuture, boomersforclimatejustice",2021-05-14,5,#DigitalStrike week 62 We need to stop denying scientific fact and take the #ClimateCrisis seriously! #ClimateActionNOW! #ClimateStrikeOnline #FridaysForFuture #BoomersForClimateJustice @ClimateCrisis @POTUS @VP @ClimateEnvoy @GOP  https://t.co/I4UVUkiwZG,english,3,31,34,2021,14
"climateaction, ethicalandinformedcitizens, fridaysforfuture",2021-05-14,5,This Afternoon 3EH were inspired by @GretaThunberg and her movement Fridays for the future to go on a peaceful protest around our school. 3EH loved having their opinion and voices heard.   #ClimateAction  #ethicalandinformedcitizens #FridaysForFuture  https://t.co/6FZpaN2NBS,english,39,236,1003,2021,14
"klimakrise, klimaarschlöcher, klimaschutz, afd, fff, fridaysforfuture",2021-05-14,5,"Es soll immer noch Menschen geben, welche die #Klimakrise leugnen.😱 Später mal sollte sich aber niemand wundern, wenn solche Leugner von heute von den nachfolgenden Generationen rückblickend mal als #KlimaArschlöcher bezeichnet werden.🙄 #Klimaschutz #AfD #FFF #FridaysForFuture  https://t.co/5SEtnvuM7p",german,19,47,151,2021,14
"fridaysforfuture, climatestrike, facetheclimateemergency",2021-05-14,5,School strike for climate WEEK 118. The struggle for climate justice continues  #FridaysForFuture #ClimateStrike #FaceTheClimateEmergency  https://t.co/rL4Ft9kLpD,english,5,117,396,2021,14
